SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE,ZIP,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,URL,SOURCE,MLS#,LATITUDE,LONGITUDE
June-16-2017,Single Family Residential,15 Cardinal Dr,Westwood,MA,2090,1140000,4,2.5,Cedar Hill,2894,22584,1997,258,394,,Sold,http://www.redfin.com/MA/Westwood/15-Cardinal-Dr-02090/home/8983884,MLS PIN,72138878,42.2304767,-71.1941537
June-20-2017,Single Family Residential,244 Farm Ln,Westwood,MA,2090,1670000,5,3.5,Westwood,5407,116590,2016,254,309,,Sold,http://www.redfin.com/MA/Westwood/244-Farm-Ln-02090/home/8965252,MLS PIN,72098179,42.2344485,-71.2049124
June-30-2017,Single Family Residential,594 Clapboardtree St,Westwood,MA,2090,1849999,5,6,Westwood,5600,87120,2016,244,330,,Sold,http://www.redfin.com/MA/Westwood/594-Clapboardtree-St-02090/home/64684075,MLS PIN,72057670,42.217413,-71.2055902
July-17-2017,Single Family Residential,173 Gay,Westwood,MA,2090,1025000,4,4,Gay St./Fox Hill,3862,138085,1986,227,265,,Sold,http://www.redfin.com/MA/Westwood/173-Gay-St-02090/home/8966826,MLS PIN,72148561,42.2217624,-71.2133248
September-15-2017,Single Family Residential,56 Farm Ln,Westwood,MA,2090,1468500,5,4.5,Farm Lane,4151,48352,1948,167,354,,Sold,http://www.redfin.com/MA/Westwood/56-Farm-Ln-02090/home/11498578,MLS PIN,72167167,42.2322641,-71.2131157
,Single Family Residential,40 Channing Rd,Dedham,MA,2026,1100000,5,4.5,,4674,40000,1929,,235,,,http://www.redfin.com/MA/Dedham/40-Channing-Rd-02026/home/8850617,,,42.2528555,-71.1897118
December-12-2017,Single Family Residential,7 Dexter St,Dedham,MA,2026,1430000,6,4.5,Precinct 1,4953,67878,1900,79,289,,Sold,http://www.redfin.com/MA/Dedham/7-Dexter-St-02026/home/8850635,MLS PIN,72242445,42.2526446,-71.1853954
October-2-2017,Single Family Residential,316 Park St,Boston,MA,2132,1099000,4,2.5,West Roxbury's Bellevue Hill,2987,10500,1900,150,368,,Sold,http://www.redfin.com/MA/Boston/316-Park-St-02132/home/9208613,MLS PIN,72197152,42.2802205,-71.1474616
,Single Family Residential,349 VFW Pkwy,Chestnut Hill,MA,2467,1055000,4,3.5,,2857,6100,1940,,369,,,http://www.redfin.com/MA/Chestnut-Hill/349-VFW-Pkwy-02467/home/11507765,,,42.2969554,-71.1474833
September-6-2017,Single Family Residential,32 Heritage Rd,Quincy,MA,2169,1150000,4,3.5,Adams Street Historical Area,5136,51872,2012,176,224,,Sold,http://www.redfin.com/MA/Quincy/32-Heritage-Rd-02169/home/56276860,MLS PIN,72184955,42.2532761,-71.0157377
August-1-2017,Single Family Residential,17 Middle St,Hingham,MA,2043,1215000,5,4.5,Middle Street,3020,11550,1765,212,402,,Sold,http://www.redfin.com/MA/Hingham/17-Middle-St-02043/home/16363714,MLS PIN,72152659,42.2320425,-70.8794827
,Single Family Residential,187 Main St,Hingham,MA,2043,3435000,8,5,,6720,95757,1770,,511,,,http://www.redfin.com/MA/Hingham/187-Main-St-02043/home/16363990,,,42.2384976,-70.8835993
September-8-2017,Single Family Residential,20 Andrews Isle,Hingham,MA,2043,1175000,4,2.5,Andrews Isle Neighborhood,2742,20017,1972,174,429,,Sold,http://www.redfin.com/MA/Hingham/20-Andrew-Isle-Rd-02043/home/16364445,MLS PIN,72199727,42.2409902,-70.8798306
September-26-2017,Single Family Residential,41 Hersey St,Hingham,MA,2043,1169000,4,3.5,Hingham,3038,12551,1900,156,385,,Sold,http://www.redfin.com/MA/Hingham/41-Hersey-St-02043/home/16363814,MLS PIN,72207738,42.238585,-70.894456
November-13-2017,Single Family Residential,40 Downing St,Hingham,MA,2043,1019000,3,2.5,Hingham,2382,17376,1935,108,428,,Sold,http://www.redfin.com/MA/Hingham/40-Downing-St-02043/home/16362973,MLS PIN,72240110,42.2258844,-70.8797014
December-8-2017,Single Family Residential,480 Main St,Hingham,MA,2043,1325000,4,2.5,Hingham,4268,46098,1850,83,310,,Sold,http://www.redfin.com/MA/Hingham/480-Main-St-02043/home/16363060,MLS PIN,72151962,42.224067,-70.885595
January-12-2018,Single Family Residential,10 Olmsted Dr,Hingham,MA,2043,2100000,5,5,Great Hill -  Olmsted Drive cul-de-sac,5660,48325,1994,48,371,108,Sold,http://www.redfin.com/MA/Hingham/10-Olmsted-Dr-02043/home/16362556,MLS PIN,72174511,42.2259842,-70.9005283
April-21-2017,Single Family Residential,15 Stanford Dr,Hingham,MA,2043,1015000,4,2.5,Hingham,2678,20190,1967,314,379,,Sold,http://www.redfin.com/MA/Hingham/15-Stanford-Dr-02043/home/16361855,MLS PIN,72097996,42.2112255,-70.9008768
August-29-2017,Single Family Residential,17 Myers Farm Rd,Hingham,MA,2043,1230000,5,4.5,Myers Farm Estates,3684,35719,1992,184,334,,Sold,http://www.redfin.com/MA/Hingham/17-Myers-Farm-Rd-02043/home/16362368,MLS PIN,72153834,42.2207897,-70.8909839
,Single Family Residential,9 Pinecrest Rd,Hingham,MA,2043,1700000,4,2.5,,3552,51326,1988,,479,,,http://www.redfin.com/MA/Hingham/9-Pinecrest-Rd-02043/home/16362437,,,42.217428,-70.8995303
October-30-2017,Single Family Residential,14 Garrison Rd,Hingham,MA,2043,1100000,5,3.5,Hingham Center,2948,13930,1913,122,373,,Sold,http://www.redfin.com/MA/Hingham/14-Garrison-Rd-02043/home/16363727,MLS PIN,72172263,42.2333865,-70.8818803
November-15-2017,Single Family Residential,5 Weston Rd,Hingham,MA,2043,1130000,3,2.5,"Bradford, Weston, Neighborhood",2483,8000,1920,106,455,,Sold,http://www.redfin.com/MA/Hingham/5-Weston-Rd-02043/home/16364027,MLS PIN,72234530,42.2371836,-70.8870824
August-24-2017,Single Family Residential,2 Grist Mill Ln,Hingham,MA,2043,1195000,4,5,Hingham,4374,51761,1973,189,273,,Sold,http://www.redfin.com/MA/Hingham/2-Grist-Mill-Ln-02043/home/16361708,MLS PIN,72181830,42.2094887,-70.8896137
June-22-2017,Single Family Residential,14 Water St,Hingham,MA,2043,1157500,5,2.5,Hingham Center,2492,16600,1854,252,464,,Sold,http://www.redfin.com/MA/Hingham/14-Water-St-02043/home/16364494,MLS PIN,72108059,42.240914,-70.883924
November-30-2017,Single Family Residential,60 Perry Dr,Westwood,MA,2090,1075000,4,3.5,Westwood,3164,45227,1970,91,340,,Sold,http://www.redfin.com/MA/Westwood/60-Perry-Dr-02090/home/8974797,MLS PIN,72232369,42.2128906,-71.1634001
September-22-2017,Single Family Residential,Lot 7 Jill Kathleen Ln,Milton,MA,2186,1200000,4,2.5,Milton,3500,8086,2017,160,343,,Sold,http://www.redfin.com/MA/Milton/Lot-7-Jill-Kathleen-Ln-02186/home/113656669,MLS PIN,72141116,42.2460254,-71.0676437
November-17-2017,Single Family Residential,224 Central Ave,Milton,MA,2186,1549000,5,4,Columbines,4973,38635,1890,104,311,,Sold,http://www.redfin.com/MA/Milton/224-Central-Ave-02186/home/8911490,MLS PIN,72206639,42.2636935,-71.0781437
November-15-2017,Single Family Residential,173 Central Ave,Milton,MA,2186,1285000,11,5.5,Columbine,9040,33098,1902,106,142,,Sold,http://www.redfin.com/MA/Milton/173-Central-Ave-02186/home/8912963,MLS PIN,72054129,42.2657599,-71.0780509
October-24-2017,Single Family Residential,139 Gerald Rd,Milton,MA,2186,1130000,4,3.5,Milton,3867,20867,1994,128,292,,Sold,http://www.redfin.com/MA/Milton/139-Gerald-Rd-02186/home/8930410,MLS PIN,72225304,42.245996,-71.0573678
October-2-2017,Single Family Residential,274 Old Farm Rd,Milton,MA,2186,1395000,6,6,Indian Cliffs Estates,6890,40266,1984,150,202,8,Sold,http://www.redfin.com/MA/Milton/274-Old-Farm-Rd-02186/home/8933806,MLS PIN,72196943,42.2412468,-71.0777027
June-2-2017,Single Family Residential,157 Centre St,Dover,MA,2030,2500000,5,4.5,Dover,4489,666920,1932,272,557,,Sold,http://www.redfin.com/MA/Dover/157-Centre-St-02030/home/11708276,MLS PIN,72077666,42.222969,-71.300304
June-29-2017,Single Family Residential,52 Hunting Ln,Sherborn,MA,1770,1715000,5,5.5,Sherborn,5300,110642,2016,245,324,,Sold,http://www.redfin.com/MA/Sherborn/52-Hunting-Ln-01770/home/8675234,MLS PIN,72078605,42.250953,-71.378959
July-28-2017,Single Family Residential,136 S MAIN St,Sherborn,MA,1770,1250000,5,4.5,Sherborn,5383,348480,1995,216,232,,Sold,http://www.redfin.com/MA/Sherborn/136-S-Main-St-01770/home/8680140,MLS PIN,72130774,42.224945,-71.365497
,Other,115 Hunting Ln,Sherborn,MA,1770,2300000,6,5,,5088,1089000,1930,,452,,,http://www.redfin.com/MA/Sherborn/115-Hunting-Ln-01770/home/8675377,,,42.251598,-71.390216
October-16-2017,Single Family Residential,331 North St,Medfield,MA,2052,4530000,6,5.5,Medfield,6700,1655280,1912,136,676,,Sold,http://www.redfin.com/MA/Medfield/331-North-St-02052/home/11719291,MLS PIN,71998980,42.2132311,-71.3081026
September-29-2017,Single Family Residential,148 Farm Rd,Sherborn,MA,1770,1575000,3,4,Sherborn,3854,199504,1780,153,409,,Sold,http://www.redfin.com/MA/Sherborn/148-Farm-Rd-01770/home/8680904,MLS PIN,72109664,42.239133,-71.343025
December-18-2017,Single Family Residential,121 Everett St,Natick,MA,1760,1095000,4,2.5,Natick,3368,40206,2016,73,325,,Sold,http://www.redfin.com/MA/Natick/121-Everett-St-01760/home/90913948,MLS PIN,72242683,42.2593178,-71.3514372
December-28-2017,Single Family Residential,83 GREENWOOD St,Sherborn,MA,1770,1045000,4,3.5,Sherborn,4482,43560,2000,63,233,,Sold,http://www.redfin.com/MA/Sherborn/83-Greenwood-St-01770/home/8677350,MLS PIN,72173173,42.222076,-71.389955
January-3-2018,Single Family Residential,135 Everett St,Natick,MA,1760,1050000,4,2.5,South Natick,3608,63031,1988,57,291,,Sold,http://www.redfin.com/MA/Natick/135-Everett-St-01760/home/11673239,MLS PIN,72250259,42.2608926,-71.3549046
November-10-2017,Single Family Residential,20 Apple Ridge Dr,Natick,MA,1760,1595000,5,5,Natick,8864,181209,1989,111,180,,Sold,http://www.redfin.com/MA/Natick/20-Apple-Ridge-Dr-01760/home/11673913,MLS PIN,71969950,42.2521884,-71.3158634
December-8-2017,Single Family Residential,102 Eliot St,Natick,MA,1760,1600000,5,4,South Natick,4820,46100,1998,83,332,,Sold,http://www.redfin.com/MA/Natick/102-Eliot-St-01760/home/11681159,MLS PIN,72229348,42.2677124,-71.3209671
June-16-2017,Single Family Residential,4 BUTLER St,Sherborn,MA,1770,1125000,4,2.5,Sherborn,4219,43560,2001,258,267,,Sold,http://www.redfin.com/MA/Sherborn/4-Butler-St-01770/home/8681037,MLS PIN,72147544,42.2497932,-71.3684045
June-30-2017,Single Family Residential,338 Atherton St,Milton,MA,2186,1020000,4,3.5,Milton,3132,50094,1984,244,326,,Sold,http://www.redfin.com/MA/Milton/338-Atherton-St-02186/home/8934571,MLS PIN,72080081,42.2372183,-71.1020362
October-23-2017,Single Family Residential,339 Atherton St,Milton,MA,2186,1245000,4,4,Emerson Woods,3517,40028,1989,129,354,,Sold,http://www.redfin.com/MA/Milton/339-Atherton-St-02186/home/8934565,MLS PIN,72202027,42.2366161,-71.1015362
,Single Family Residential,136 Old Farm Rd,Milton,MA,2186,1150000,4,2.5,,2827,41536,1971,,407,,,http://www.redfin.com/MA/Milton/136-Old-Farm-Rd-02186/home/11713497,,,42.2451746,-71.0819738
August-16-2017,Single Family Residential,145 Dudley Ln,Milton,MA,2186,1170000,5,3.5,Academy,3064,41628,1925,197,382,,Sold,http://www.redfin.com/MA/Milton/145-Dudley-Ln-02186/home/8928769,MLS PIN,72179061,42.2597023,-71.0621875
,Single Family Residential,22 Parkwood Dr,Milton,MA,2186,2500000,5,3.5,,6076,40000,2014,,411,,,http://www.redfin.com/MA/Milton/22-Parkwood-Dr-02186/home/11827337,,,42.2249458,-71.0772384
August-21-2017,Single Family Residential,153 Gun Hill St,Milton,MA,2186,1570000,4,3.5,Milton,3778,25745,2017,192,416,,Sold,http://www.redfin.com/MA/Milton/153-Gun-Hill-St-02186/home/67990312,MLS PIN,72188715,42.2518828,-71.0656391
,Single Family Residential,11 Burditt Ave,Hingham,MA,2043,1699000,4,4.5,,3238,10005,1910,,525,,,http://www.redfin.com/MA/Hingham/11-Burditt-Ave-02043/home/16364906,,,42.246316,-70.8947345
August-28-2017,Single Family Residential,70 Prospect Hill Dr,Weymouth,MA,2191,1100000,3,2.5,Prospect Hill,2476,11021,1941,185,444,,Sold,http://www.redfin.com/MA/Weymouth/70-Prospect-Hill-Dr-02191/home/11500750,MLS PIN,72167333,42.2570432,-70.9316904
December-18-2017,Single Family Residential,25 Cushing Ave,Hingham,MA,2043,1085000,4,2,Crow Point,2512,3750,1895,73,432,,Sold,http://www.redfin.com/MA/Hingham/25-Cushing-Ave-02043/home/16359751,MLS PIN,72224193,42.2610521,-70.8973187
,Single Family Residential,14 Mann St,Hingham,MA,2043,2900000,3,3.5,,4261,9500,1875,,681,,,http://www.redfin.com/MA/Hingham/14-Mann-St-02043/home/16359860,,,42.2598192,-70.8978578
August-16-2017,Single Family Residential,80 Fearing Rd,Hingham,MA,2043,2470000,9,5.5,Hingham,5743,70928,1911,197,430,,Sold,http://www.redfin.com/MA/Hingham/80-Fearing-Rd-02043/home/16364910,MLS PIN,72115238,42.246868,-70.8934455
October-17-2017,Single Family Residential,178 Otis St,Hingham,MA,2043,1257500,4,2.5,Crow Point,2617,13871,1921,135,481,,Sold,http://www.redfin.com/MA/Hingham/178-Otis-St-02043/home/16359040,MLS PIN,72220628,42.2539297,-70.8946299
October-20-2017,Single Family Residential,25 Mann,Hingham,MA,2043,1151000,2,1,Crow Point,894,6766,1925,132,1287,,Sold,http://www.redfin.com/MA/Hingham/25-Mann-St-02043/home/16359854,MLS PIN,72232489,42.2606203,-70.898032
,Single Family Residential,64 Downer Ave,Hingham,MA,2043,1185000,4,2,,2589,24020,1843,,458,,,http://www.redfin.com/MA/Hingham/64-Downer-Ave-02043/home/16359303,,,42.2542216,-70.9020379
December-8-2017,Single Family Residential,4 Mann St,Hingham,MA,2043,2050000,5,4,Crow Point,6318,30483,1900,83,324,,Sold,http://www.redfin.com/MA/Hingham/4-Mann-St-02043/home/16359861,MLS PIN,72018964,42.2593638,-70.8976953
December-19-2017,Single Family Residential,1110 Washington St,Boston,MA,2124,1200000,2,1.5,Dorchester,2589,11646,1871,72,463,,Sold,http://www.redfin.com/MA/Boston/1110-Washington-St-02124/home/9103182,MLS PIN,72225334,42.2734734,-71.0697638
July-31-2017,Single Family Residential,50 Green Ln,Canton,MA,2021,1250000,4,5,Canton,4062,46174,1999,213,308,,Sold,http://www.redfin.com/MA/Canton/50-Green-Ln-02021/home/11704684,MLS PIN,72169624,42.2161568,-71.1302994
May-16-2017,Single Family Residential,48 Wilsondale St,Dover,MA,2030,1430000,6,4.5,Dover,4157,246985,1977,289,344,,Sold,http://www.redfin.com/MA/Dover/48-Wilsondale-St-02030/home/11707098,MLS PIN,72090681,42.2507639,-71.241522
May-25-2017,Single Family Residential,5 Dancer Farm Dr,Dover,MA,2030,1700000,5,5.5,Dancer Farm,5255,43629,2016,280,324,,Sold,http://www.redfin.com/MA/Dover/5-Dancer-Farm-Dr-02030/home/76493813,MLS PIN,72071316,42.209977,-71.258846
June-15-2017,Single Family Residential,10 Hartford St,Dover,MA,2030,1215000,4,4.5,Westwood/ Dover town line,6000,696960,1999,259,203,,Sold,http://www.redfin.com/MA/Dover/10-Hartford-St-02030/home/11709469,MLS PIN,72019176,42.213397,-71.2504501
June-23-2017,Single Family Residential,10 Old Stone Rd,Westwood,MA,2090,1300000,4,4.5,Westwood,4800,40155,2006,251,271,,Sold,http://www.redfin.com/MA/Westwood/10-Old-Stone-Rd-02090/home/11831929,MLS PIN,72116984,42.2292195,-71.2358785
July-14-2017,Single Family Residential,24 Longmeadow Dr,Westwood,MA,2090,1982000,5,4.5,Stevens Farm,5123,118844,1998,230,387,,Sold,http://www.redfin.com/MA/Westwood/24-Longmeadow-Dr-02090/home/8983322,MLS PIN,72109653,42.2393088,-71.2274498
July-28-2017,Single Family Residential,133 Pine St,Needham,MA,2492,1380000,5,5,Needham,5670,44431,2002,216,243,,Sold,http://www.redfin.com/MA/Needham/133-Pine-St-02492/home/8943287,MLS PIN,72107923,42.2689934,-71.2720847
August-30-2017,Single Family Residential,1 Rocky Ridge Rd,Dedham,MA,2026,3300000,4,3.5,Precinct 1,5887,609840,2000,183,561,,Sold,http://www.redfin.com/MA/Dedham/1-Rocky-Ridge-Rd-02026/home/8853574,MLS PIN,72147410,42.2523554,-71.216758
October-16-2017,Single Family Residential,25 Morgan Farm Rd,Westwood,MA,2090,1240000,6,2.5,Westwood,3601,47405,1992,136,344,,Sold,http://www.redfin.com/MA/Westwood/25-Morgan-Farm-Rd-02090/home/8966193,MLS PIN,72208274,42.2256749,-71.2386054
August-3-2017,Single Family Residential,80 Strawberry Hill St,Dover,MA,2030,1700000,5,4.5,Dover,4300,487871,1952,210,395,,Sold,http://www.redfin.com/MA/Dover/80-Strawberry-Hill-St-02030/home/11708108,MLS PIN,72119645,42.242819,-71.251431
November-7-2017,Single Family Residential,314 Grove St,Westwood,MA,2090,1600000,5,4,Westwood,4505,83697,1961,114,355,,Sold,http://www.redfin.com/MA/Westwood/314-Grove-St-02090/home/8963816,MLS PIN,72157836,42.2432696,-71.2200053
November-9-2017,Single Family Residential,77 Deerfield Ave,Westwood,MA,2090,1650000,5,4.5,Westwood,5197,46534,2015,112,317,,Sold,http://www.redfin.com/MA/Westwood/77-Deerfield-Ave-02090/home/52452041,MLS PIN,72170323,42.2261989,-71.2184881
December-18-2017,Single Family Residential,46 Springdale Ave,Dover,MA,2030,2050000,4,2.5,Dover,2942,197326,1954,73,697,,Sold,http://www.redfin.com/MA/Dover/46-Springdale-Ave-02030/home/11707615,MLS PIN,72230150,42.242992,-71.286759
September-29-2017,Single Family Residential,19 Stonegate Ln,Westwood,MA,2090,1680000,5,5,Stonegate,6984,42688,2001,153,241,42,Sold,http://www.redfin.com/MA/Westwood/19-Old-Stone-Rd-02090/home/113734116,MLS PIN,72147250,42.2293864,-71.2363395
December-15-2017,Single Family Residential,191 Stratford Rd,Needham,MA,2492,1495000,5,5,Needham,4700,51401,1974,76,318,,Sold,http://www.redfin.com/MA/Needham/191-Stratford-Rd-02492/home/11715700,MLS PIN,72223605,42.2624771,-71.2562476
December-11-2017,Single Family Residential,211 Fox Hill St,Westwood,MA,2090,1027000,5,3.5,Westwood,3339,115284,1979,80,308,,Sold,http://www.redfin.com/MA/Westwood/211-Fox-Hill-St-02090/home/11498573,MLS PIN,72215749,42.2296391,-71.2164899
December-20-2017,Single Family Residential,60 Ridge Rd,Westwood,MA,2090,1445000,5,5.5,Westwood,6031,64934,1989,71,240,,Sold,http://www.redfin.com/MA/Westwood/60-Ridge-Rd-02090/home/8963445,MLS PIN,72234531,42.2515714,-71.2297913
January-5-2018,Single Family Residential,30 Winter St,Westwood,MA,2090,1000000,4,3,Westwood,3016,41307,1986,55,332,,Sold,http://www.redfin.com/MA/Westwood/30-Winter-St-02090/home/11727338,MLS PIN,72247989,42.2079106,-71.2222379
September-15-2017,Single Family Residential,429 Warren St,Needham,MA,2492,1350000,5,3.5,Needham Junction,4623,43573,1993,167,292,,Sold,http://www.redfin.com/MA/Needham/429-Warren-St-02492/home/8910776,MLS PIN,72191011,42.2698545,-71.2348453
November-30-2017,Single Family Residential,81 Ellis St,Westwood,MA,2090,1175000,4,2.5,Westwood,3850,7500,2016,91,305,,Sold,http://www.redfin.com/MA/Westwood/81-Ellis-St-02090/home/8972056,MLS PIN,72167405,42.2156006,-71.2176511
December-19-2017,Single Family Residential,7 Village Hill Rd,Dover,MA,2030,1115000,4,3,Taylor Estates,4016,46407,1987,72,278,,Sold,http://www.redfin.com/MA/Dover/7-Village-Hill-Rd-02030/home/11707829,MLS PIN,72147500,42.237381,-71.277143
July-28-2017,Single Family Residential,39 Cedar Hill Rd,Dover,MA,2030,1169000,4,2.5,Cedar Hill,3911,44116,1966,216,299,,Sold,http://www.redfin.com/MA/Dover/39-Cedar-Hill-Rd-02030/home/11709060,MLS PIN,72148023,42.216967,-71.276215
March-1-2017,Single Family Residential,33 Tubwreck Dr,Dover,MA,2030,1367500,4,3.5,Tubwreck Estates,4841,89881,2004,365,282,,Sold,http://www.redfin.com/MA/Dover/33-Tubwreck-Dr-02030/home/11709370,MLS PIN,72073376,42.2136539,-71.2601131
July-17-2017,Single Family Residential,25 Brookfield Rd,Dover,MA,2030,1365000,4,3.5,Tubwreck Estates,5379,88845,1968,227,254,,Sold,http://www.redfin.com/MA/Dover/25-Brookfield-Rd-02030/home/11709427,MLS PIN,72177486,42.2187625,-71.2564008
October-20-2017,Single Family Residential,8 Dancer Farm Dr,Dover,MA,2030,1980000,5,5.5,Dancer Farms,6575,85355,2017,132,301,,Sold,http://www.redfin.com/MA/Dover/8-Dancer-Farm-Dr-02030/home/56528777,MLS PIN,72136320,42.209342,-71.25757
May-26-2017,Single Family Residential,604 Weld St,Boston,MA,2132,1040000,4,2.5,West Roxbury,2360,7922,2017,279,441,,Sold,http://www.redfin.com/MA/Boston/604-Weld-St-02132/home/113666296,MLS PIN,72141334,42.2915525,-71.1576847
August-2-2017,Single Family Residential,58 Myerson Ln,Newton,MA,2459,1845000,5,6,Newton Center,6300,12691,2017,211,293,,Sold,http://www.redfin.com/MA/Newton/58-Myerson-Ln-02459/home/11492028,MLS PIN,72171707,42.2948227,-71.1847457
,Single Family Residential,44 Dorothy Rd,Newton,MA,2459,1700000,5,6.5,,5183,15655,2000,,328,,,http://www.redfin.com/MA/Newton/44-Dorothy-Rd-02459/home/11500947,,,42.2971283,-71.1863933
,Single Family Residential,11 Curve St,Natick,MA,1760,1340000,4,2,,1728,10000,1914,,775,,,http://www.redfin.com/MA/Natick/11-Curve-St-01760/home/11725837,,,42.277535,-71.351425
March-31-2017,Single Family Residential,520 South St,Needham,MA,2492,1010000,5,3.5,Needham,3138,43560,1910,335,322,,Sold,http://www.redfin.com/MA/Needham/520-South-St-02492/home/8940335,MLS PIN,72111778,42.2682704,-71.2283729
